date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:08:34	81222/81222	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5d-13d46%22	https://vdelo.pro/_nuxt/NeueMachina-Black.8bed708a.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Black.8bed708a.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:34	26396/26396	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-671c%22	https://vdelo.pro/_nuxt/NeueMachina-Black.54057942.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Black.54057942.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:35	36588/36588	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5d-8eec%22	https://vdelo.pro/_nuxt/NeueMachina-Black.ceb23105.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Black.ceb23105.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:35	367449/367449	---M--	200	added ('OK')	application/javascript	etag:%2267371b5b-59b59%22	https://vdelo.pro/_nuxt/entry-legacy.ef274813.js	./mywebsite/vdelo.pro/_nuxt/entry-legacy.ef274813.js	(from https://vdelo.pro/)
17:08:37	80936/80936	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-13c28%22	https://vdelo.pro/_nuxt/NeueMachina-Black.677f75d8.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Black.677f75d8.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:38	78858/78858	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5d-1340a%22	https://vdelo.pro/_nuxt/NeueMachina-Bold.51303a1a.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Bold.51303a1a.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:38	25720/25720	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-6478%22	https://vdelo.pro/_nuxt/NeueMachina-Bold.7f5e5454.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Bold.7f5e5454.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:39	35836/35836	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5d-8bfc%22	https://vdelo.pro/_nuxt/NeueMachina-Bold.cd8d877f.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Bold.cd8d877f.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:41	78592/78592	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-13300%22	https://vdelo.pro/_nuxt/NeueMachina-Bold.2d6854ba.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Bold.2d6854ba.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:42	79246/79246	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5d-1358e%22	https://vdelo.pro/_nuxt/NeueMachina-Light.579272cf.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Light.579272cf.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:42	24012/24012	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-5dcc%22	https://vdelo.pro/_nuxt/NeueMachina-Light.fe4ef9a2.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Light.fe4ef9a2.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:43	33924/33924	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5d-8484%22	https://vdelo.pro/_nuxt/NeueMachina-Light.fe33ca8d.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Light.fe33ca8d.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:45	78960/78960	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-13470%22	https://vdelo.pro/_nuxt/NeueMachina-Light.7ab91a62.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Light.7ab91a62.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:46	79434/79434	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5e-1364a%22	https://vdelo.pro/_nuxt/NeueMachina-Medium.cee78346.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Medium.cee78346.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:46	25412/25412	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-6344%22	https://vdelo.pro/_nuxt/NeueMachina-Medium.cc0ea3b4.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Medium.cc0ea3b4.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:47	35688/35688	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5e-8b68%22	https://vdelo.pro/_nuxt/NeueMachina-Medium.8e966662.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Medium.8e966662.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:49	79144/79144	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-13528%22	https://vdelo.pro/_nuxt/NeueMachina-Medium.e88defa4.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Medium.e88defa4.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:50	79318/79318	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5e-135d6%22	https://vdelo.pro/_nuxt/NeueMachina-Regular.8043501b.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Regular.8043501b.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:50	25776/25776	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-64b0%22	https://vdelo.pro/_nuxt/NeueMachina-Regular.6c7c736d.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Regular.6c7c736d.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:51	35964/35964	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5e-8c7c%22	https://vdelo.pro/_nuxt/NeueMachina-Regular.8b9638ed.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Regular.8b9638ed.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:53	79040/79040	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-134c0%22	https://vdelo.pro/_nuxt/NeueMachina-Regular.525d5e6e.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Regular.525d5e6e.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:54	79218/79218	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5e-13572%22	https://vdelo.pro/_nuxt/NeueMachina-Ultrabold.ddbbdbf6.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultrabold.ddbbdbf6.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:54	24504/24504	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-5fb8%22	https://vdelo.pro/_nuxt/NeueMachina-Ultrabold.dabc6dd8.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultrabold.dabc6dd8.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:55	34512/34512	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5e-86d0%22	https://vdelo.pro/_nuxt/NeueMachina-Ultrabold.87c6a06d.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultrabold.87c6a06d.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:57	78916/78916	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-13444%22	https://vdelo.pro/_nuxt/NeueMachina-Ultrabold.9e5924ad.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultrabold.9e5924ad.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:58	79474/79474	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2267371b5e-13672%22	https://vdelo.pro/_nuxt/NeueMachina-Ultralight.73877699.eot	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultralight.73877699.eot	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:58	26116/26116	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-6604%22	https://vdelo.pro/_nuxt/NeueMachina-Ultralight.fbd60448.woff2	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultralight.fbd60448.woff2	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:08:59	36264/36264	---M--	200	added ('OK')	application/font-woff	etag:%2267371b5e-8da8%22	https://vdelo.pro/_nuxt/NeueMachina-Ultralight.1cd7aebe.woff	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultralight.1cd7aebe.woff	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:01	79168/79168	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5e-13540%22	https://vdelo.pro/_nuxt/NeueMachina-Ultralight.eb79c448.ttf	./mywebsite/vdelo.pro/_nuxt/NeueMachina-Ultralight.eb79c448.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:02	109640/109640	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1ac48%22	https://vdelo.pro/_nuxt/Montserrat-Black.635ca27c.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-Black.635ca27c.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:03	109780/109780	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1acd4%22	https://vdelo.pro/_nuxt/Montserrat-Bold.06a0e623.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-Bold.06a0e623.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:04	109832/109832	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1ad08%22	https://vdelo.pro/_nuxt/Montserrat-ExtraBold.2b13347c.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-ExtraBold.2b13347c.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:05	109636/109636	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1ac44%22	https://vdelo.pro/_nuxt/Montserrat-ExtraLight.8e07a92d.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-ExtraLight.8e07a92d.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:06	109776/109776	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1acd0%22	https://vdelo.pro/_nuxt/Montserrat-Light.09f8baec.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-Light.09f8baec.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:07	109784/109784	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1acd8%22	https://vdelo.pro/_nuxt/Montserrat-Medium.9692eb36.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-Medium.9692eb36.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:08	109708/109708	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1ac8c%22	https://vdelo.pro/_nuxt/Montserrat-Regular.34169f8b.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-Regular.34169f8b.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:09	506/506	---M--	200	added ('OK')	image/svg+xml	etag:%2267371b50-1fa%22	https://vdelo.pro/icons/arrow.svg	./mywebsite/vdelo.pro/icons/arrow.svg	(from https://vdelo.pro/_nuxt/index.6cfcb707.css)
17:09:09	109908/109908	---M--	200	added ('OK')	application/octet-stream	etag:%2267371b5d-1ad54%22	https://vdelo.pro/_nuxt/Montserrat-SemiBold.f09b4b7b.ttf	./mywebsite/vdelo.pro/_nuxt/Montserrat-SemiBold.f09b4b7b.ttf	(from https://vdelo.pro/_nuxt/entry.645acc4f.css)
17:09:10	6046/6046	---M--	200	added ('OK')	image/webp	etag:%2267371b53-179e%22	https://vdelo.pro/images/invest-background.webp	./mywebsite/vdelo.pro/images/invest-background.webp	(from https://vdelo.pro/_nuxt/index.6cfcb707.css)
17:09:11	3652/3652	---M--	200	added ('OK')	image/webp	etag:%2267371b53-e44%22	https://vdelo.pro/images/main-circle-back.webp	./mywebsite/vdelo.pro/images/main-circle-back.webp	(from https://vdelo.pro/_nuxt/Facts.29cae013.css)
17:09:12	2348/2348	---M--	200	added ('OK')	image/webp	etag:%2267371b53-92c%22	https://vdelo.pro/images/partner-circle-back.webp	./mywebsite/vdelo.pro/images/partner-circle-back.webp	(from https://vdelo.pro/_nuxt/Facts.29cae013.css)
17:09:13	52/52	---M--	200	added ('OK')	application/javascript	etag:%2267371b57-34%22	https://vdelo.pro/investor/_payload.js	./mywebsite/vdelo.pro/investor/_payload.js	(from https://vdelo.pro/investor/)
17:09:14	20558/20558	---M--	200	added ('OK')	application/javascript	etag:%2267371b5c-504e%22	https://vdelo.pro/_nuxt/investor.48885e31.js	./mywebsite/vdelo.pro/_nuxt/investor.48885e31.js	(from https://vdelo.pro/investor/)
17:09:15	2187/2187	---M--	200	added ('OK')	text/css	etag:%2267371b5c-88b%22	https://vdelo.pro/_nuxt/investor.a45137ee.css	./mywebsite/vdelo.pro/_nuxt/investor.a45137ee.css	(from https://vdelo.pro/investor/)
17:09:16	8963/8963	---M--	200	added ('OK')	application/javascript	etag:%2267371b5b-2303%22	https://vdelo.pro/_nuxt/Faq.ff79600d.js	./mywebsite/vdelo.pro/_nuxt/Faq.ff79600d.js	(from https://vdelo.pro/investor/)
17:09:17	2935/2935	---M--	200	added ('OK')	text/css	etag:%2267371b5b-b77%22	https://vdelo.pro/_nuxt/Faq.c45b64e4.css	./mywebsite/vdelo.pro/_nuxt/Faq.c45b64e4.css	(from https://vdelo.pro/investor/)
